,PSZ,SURP,DATE,HQ,ENGNAME,RUSNAME,TYPE,NEWDEV,FUNC1,FUNC2,FUNC3,CAP,RUBLE,STCAP,SHARES,PRICE,STPRICE,BONDS,LOC2,LOC3,YEAR,MONTH,DAY,ID,NEWENT,PROP,MAN,STAFF,SALE,OWN,PAI,AKTS,NEWFIRM,EXISTFIRM,EXISTFIRMNEWFUNC,NOBONDS,BONDSOK,BONDSWLIMIT,NOPROPRES,LANDLIMIT,PERMNEEDED,LANDBAN,NOMANRES,MANRESTYPE,NOSTAFFRES,LIMTRAINING,NOSALERES,TOBEARER,NAMEDINFORMED,NAMEDINFOFF,NOOWNRES,OWNRIGHTS,NOFOROWN,CHRISOWN,CROPS,LIVESTOCK,AGSERVICES,FORESTRY,FISHING,AG,MINING,CONSTRUCTION,MANUFACTURING,TRANSPORTATION,WHOLESALE,RETAIL,FINANCE,SERVICES,PUBADMIN,NONCLASS,INDUSTRY,MANUFOODS,MANUTEXTILES,MANUWOOD,MANUPAPER,MANUCHEMICALS,MANUANIMAL,MANUMINERAL,MANUMETALS,MANUMISC,ManufacturingIndustry,FOODSFLOUR,FOODSBEETSUGAR,FOODSMALTBEVS,MOSCOW,STPETE,PROV,HQCODE,HQProvince,MOSCOWProv,HQRegion,LOC1,OPProvince,OPRegion
30,1-21000,999999,1806-99-99,Odessa,Odessa Imperial Chamber of Insurance,Kontora morskogo strakhovaniia tovarov,1,1,6331,,,,9,0,,,0,9.0,,,1806,99,99,31.0,1.0,9,9,9,9,9,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,4705,Khersonskaia,0.0,South,4705,Khersonskaia,South
31,1-24956,999999,1812-01-19,[Feodosiia!,Feodosiia Insurance Co.,Feodosiiskaia strakhovaia kontora,8,1,6331,,,100.0,9,100,100.0,1000.0,1000,0.0,9002.0,,1812,1,19,32.0,1.0,0,0,0,4,0,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,4108,Tavricheskaia,0.0,South,9003,.,South
32,1-28317,999999,1820-06-15,[St. Petersburg,g!         Petersburg-Moscow Stagecoach Co.,Ob. dilizhansov po Moskovskomu traktu,1,1,4131,,,,9,0,,1000.0,1000,0.0,2401.0,,1820,6,15,33.0,1.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
33,1-29000,999999,1822-99-99,St. Petersburg,First Russian Freight Insurance Co.,Pervonachal'noe strakhovoe zavedenie transportov [name from 1843; no charter in PSZ for 1822!,1,1,6331,,,50.0,4,13,100.0,500.0,133,9.0,,,1822,99,99,34.0,1.0,9,9,9,9,9,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,9600,.,Entire Empire
34,1-29630,999999,1823-10-17,XXXX,"Volga, Kama, and Caspian Steamship Co.","Ko. parovogo sudokhodstva po rekam Volge, Kame i po Kaspiiskomu moriu",5,1,4441,,,,9,225,,,0,0.0,9004.0,,1823,10,17,35.0,1.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,.,.,0.0,.,9214,.,Volga-Ural
35,1-29827,999999,1824-03-05,TBST,Southwest Russian Co. (steamship service),Rossiiskaia Iugo-Zapadnaia ko.,9,9,4441,,,,9,225,,,0,0.0,9206.0,,1824,3,5,36.0,0.0,0,0,0,0,0,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,.,.,0.0,.,9211,.,South
36,2-00259,999999,1826-04-13,Odessa,Odessa Maritime Insurance Co.,Morskaia strakhovaia kontora,8,1,6331,,,250.0,4,67,250.0,1000.0,269,0.0,9700.0,,1826,4,13,37.0,1.0,0,0,0,0,1,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,4705,Khersonskaia,0.0,South,9001,.,Baltic
37,2-01202,999999,1827-07-22,St. Petersburg,Russian Fire Insurance Co. (1827),Rossiiskoe strakhovoe ot ognia ob. na aktsiiakh,1,1,6331,,,10000.0,4,2681,10000.0,1000.0,268,0.0,2400.0,9601.0,1827,7,22,38.0,1.0,0,0,0,4,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3700,Peterburgskaia,North
38,2-01506,999999,1827-11-03,Simferopol,Crimean Wine Co. (1827) [cf. 3-11837!,Krymskaia vinnaia ko.,5,1,2084,,,200.0,4,54,200.0,1000.0,268,0.0,,,1827,11,3,39.0,1.0,0,0,0,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,0.0,0.0,0.0,0.0,1.0,4101,Tavricheskaia,0.0,South,4101,Tavricheskaia,South
39,2-02029,999999,1828-05-15,St. Petersburg,Petersburg Agricultural Improvement Co.,"S.-Peterburgskaia zemledel'cheskaia ko., dlia vodvoreniia i utverzhdeniia v Rossii plodoperemennogo sel'skogo khoziaistva",5,1,100,,,500.0,4,135,2000.0,250.0,67,0.0,,,1828,5,15,40.0,1.0,0,0,0,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Agriculture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
40,2-02100,999999,1828-99-99,Odessa,Odessa Mineral Water Co.,"Ko. Odesskogo zavedeniia iskusstvennykh mineral'nykh vod [new charter Dec. 3, 1869 not published; new charter Oct. 29, 1904: 3-25239!",9,1,2086,,,95.0,9,95,,,0,9.0,,,1828,99,99,41.0,1.0,9,9,9,9,9,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,0.0,0.0,0.0,0.0,1.0,4705,Khersonskaia,0.0,South,4705,Khersonskaia,South
41,2-03203,999999,1829-10-01,Tula,Tula Sugar Co.,Tul'skaia ko. dlia vyrabotyvaniia sakhara iz sveklovitsy,5,1,2063,,,50.0,4,14,250.0,200.0,54,0.0,,,1829,10,1,42.0,1.0,0,0,0,4,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,1.0,0.0,0.0,0.0,1.0,4401,Tulskaia,0.0,Center,4401,Tulskaia,Center
42,2-03704,999999,1830-06-10,Poltava,Ukrainian Sugar Co.,"Malorossiisko-kommercheskaia ko., dlia vyrabotyvaniia sakhara iz sveklovity",5,1,2063,,,,4,21,,600.0,163,0.0,,,1830,6,10,43.0,1.0,1,0,0,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,1.0,0.0,0.0,0.0,1.0,3301,Poltavskaia,0.0,South,9603,.,.
43,2-03742,999999,1830-06-24,Odessa,New Insurance Co.,Novaia strakhovaia ko.,5,1,6331,,,400.0,4,108,400.0,1000.0,271,0.0,,,1830,6,24,44.0,1.0,0,0,0,5,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,4705,Khersonskaia,0.0,South,9002,.,South
44,2-03743,999999,1830-06-24,Odessa,Greek Insurance Co.,Grecheskaia strakhovaia kontora,5,1,6331,,,300.0,4,81,300.0,1000.0,271,0.0,,,1830,6,24,45.0,1.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,4705,Khersonskaia,0.0,South,9002,.,South
45,2-03837,999999,1830-08-08,[St. Petersburg,g!         Petersburg-Luebeck Steamship Co.,Ob. S.-Peterburgsko-Liubekskogo parokhodstva,1,1,4422,,,,9,69,,,0,0.0,9701.0,9001.0,1830,8,8,46.0,1.0,0,0,6,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
46,2-03997,999999,1830-10-14,St. Petersburg,Petersburg Coach Co.,S.-Peterburgskaia ko. faetonov,5,1,4111,,,125.0,4,34,250.0,500.0,136,0.0,,,1830,10,14,47.0,1.0,0,0,0,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
47,2-04083,999999,1830-11-11,St. Petersburg,Petersburg Machine Laundry Co.,Ob. S.-Peterburgskoi machinno-parovoi pracheshnoi,1,1,7211,,,300.0,2,300,1500.0,200.0,200,0.0,,,1830,11,11,48.0,1.0,0,0,0,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
48,2-04238,999999,1831-01-03,Tiflis,Transcaucasian Trade Emporium,Zakavkazskoe torgovoe depo,5,1,5000,,,300.0,4,81,300.0,1000.0,269,0.0,9705.0,,1831,1,3,49.0,1.0,0,0,0,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Wholesale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,6901,Tiflisskaia,0.0,Caucasus,6901,Tiflisskaia,Caucasus
49,2-04964,999999,1831-11-27,St. Petersburg,Russian Silk Co.,Ob. dlia usileniia i rasprostraneniia shelkovodstva v Rossii,1,1,2281,2221.0,2262.0,2000.0,4,538,2000.0,1000.0,269,0.0,,,1831,11,27,50.0,1.0,0,0,0,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUTEXTILES,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
50,2-05162,999999,1832-02-13,Odessa,Filemborica Commercial Insurance Co.,Strakhovaia kontora druzei-torgovtsev [filemborika in Greek!,8,1,6331,,,,9,279,,,0,0.0,,,1832,2,13,51.0,1.0,0,0,0,0,0,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,4705,Khersonskaia,0.0,South,9002,.,South
51,2-05564,999999,1832-08-16,Riga,Riga Steamship (1832) [cf. 2-33138 and 3-20431!,Rizhskoe ob. parokhodstva,1,1,4422,,,,9,85,,,0,0.0,9701.0,,1832,8,16,52.0,1.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2101,Lifliandskaia,0.0,Baltic,2101,Lifliandskaia,Baltic
52,2-05862,999999,1832-12-27,TBST,Eastern Siberia Sheep Breeding Co.,Ko. uluchshennogo ovtsevodstva v Vostochnoi Sibiri,5,1,214,,,80.0,9,80,400.0,200.0,200,0.0,7300.0,,1832,12,27,53.0,1.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Agriculture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,.,.,0.0,.,7500,Irkutskaia,Siberia
53,2-05882,999999,1833-01-03,Taganrog,Azov Maritime Insurance Co.,"Morskaia strakhovaia ko. ""Kamera morskikh obezpechenii Azovskogo moria""",5,1,6331,,,500.0,4,139,500.0,1000.0,277,0.0,9003.0,,1833,1,3,54.0,1.0,0,0,0,5,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1207,Donskaia Oblast,0.0,South,9002,.,South
54,2-06048,999999,1833-03-14,"Petropavlovsk, Kamchatka",Kamchatka Agricultural Improvement Co.,Kamchatskaia zemledel'cheskaia ko.,5,1,811,212.0,100.0,40.0,4,11,200.0,200.0,55,0.0,,,1833,3,14,55.0,1.0,0,0,0,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Agriculture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,7606,Maritime Region,0.0,Siberia,7606,Maritime Region,Siberia
55,2-06216,999999,1833-05-16,Odessa,Black Sea Steamship Co.,Chernomorskoe Ob. parokhodov,1,1,4422,,,250.0,4,69,500.0,500.0,139,0.0,9701.0,9002.0,1833,5,16,56.0,1.0,0,0,0,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,4705,Khersonskaia,0.0,South,4705,Khersonskaia,South
56,2-06655,999999,1833-12-09,St. Petersburg,Petersburg Mineral Water Co.,Ob. zavedeniia iskusstvennykh mineral'nykh vod v S.-Peterburge,1,1,2086,,,702.0,4,194,1404.0,500.0,139,0.0,,,1833,12,9,57.0,1.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUFOODS,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
57,2-07135,999999,1834-05-29,Kerch,Kerch Export Co.,"Kerchenskaia ko. dlia pokupki i prodazhi Rossiiskikh proizvedenii, otpuskaemykh za granitsu",5,1,5150,,,400.0,4,111,400.0,1000.0,279,0.0,,,1834,5,29,58.0,1.0,0,0,0,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Wholesale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,4109,Tavricheskaia,0.0,South,4109,Tavricheskaia,South
58,2-07517,999999,1834-10-30,St. Petersburg,Petersburg Gas Light Co. (1834) [cf. 2-09746!,Ko. osveshcheniia S. Peterburga posredstvom gaza,5,1,4920,,,,9,169,,,0,0.0,,,1834,10,30,59.0,1.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
59,2-07930,999999,1835-03-06,St. Petersburg,Second Russian Fire Insurance Co.,Vtoroe Rossiiskoe strakhovoe ot ognia ob.,1,1,6331,,,5000.0,4,1397,20000.0,250.0,70,0.0,,,1835,3,6,60.0,1.0,0,0,0,4,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,9600,.,Entire Empire
60,2-08062,999999,1835-04-16,TBST,Russian Baltic Steamship Co. (1835) [cf. 2-33380!,"Ko. soderzhaniia parokhodov, dlia plavaniia po Rossiiskim portam Baltiiskogo moria.",5,1,4422,,,150.0,4,42,600.0,250.0,70,0.0,,,1835,4,16,61.0,1.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,.,.,0.0,.,9001,.,Baltic
61,2-08296,999999,1835-07-09,TBST,Siberian Gold Mining Co.,Ko. na otyskivanie i dobychu zolota v Sibiri,6,1,1046,,,200.0,9,200,100.0,2000.0,2000,0.0,,,1835,7,9,62.0,1.0,0,0,0,5,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,.,.,0.0,.,9610,.,.
62,2-08298,999999,1835-07-09,St. Petersburg,Russian Cotton Spinning Co.,Tov. Rossiiskoi bumagopriadil'noi manufaktury v S. Peterburge,4,1,2281,,,3500.0,4,978,7000.0,500.0,140,0.0,,,1835,7,9,63.0,1.0,0,0,0,5,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manufacturing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANUTEXTILES,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,3701,Peterburgskaia,North
63,2-08392,999999,1835-09-04,St. Petersburg,Russian Life Insurance Co.,Ob. dlia zastrakhovaniia pozhiznennykh i drugikh srochnykh dokhodov i denezhnykh kapitalov,1,1,6311,,,4000.0,4,1117,20000.0,200.0,56,0.0,,,1835,9,4,64.0,1.0,0,0,0,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,3701,Peterburgskaia,0.0,North,9600,.,Entire Empire
