"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","YEAR","ENDING","JUNE","1,","1860.","","","","","","","","","","","","","","","","","","","","","","","",
"44.55566406","62.93945313","43.62792969","66.25976563","64.45312500","68.45703125","72.36328125","76.70898438","79.05273438","82.08007813","75.73242188","75.63476563","68.31054688","33.34960938","42.70019531","41.23535156","65.67382813","62.98828125","18.56689453","69.28710938","69.53125000","72.80273438","62.74414063","80.07812500","65.96679688","68.60351563","56.83593750","81.25000000","79.05273438",
"44.36035156","62.64648438","43.43261719","65.96679688","64.16015625","68.16406250","72.02148438","76.36718750","78.66210938","81.68945313","75.39062500","75.29296875","67.96875000","33.17871094","42.50488281","41.06445313","65.38085938","62.69531250","18.48144531","68.94531250","69.23828125","72.50976563","62.50000000","79.73632813","65.67382813","68.31054688","56.59179688","80.90820313","78.66210938",
"46.26464844","65.33203125","45.28808594","68.75000000","66.89453125","71.09375000","75.09765625","79.63867188","82.03125000","85.15625000","78.61328125","78.51562500","70.89843750","34.61914063","44.31152344","42.82226563","68.21289063","65.38085938","19.27490234","71.92382813","72.16796875","75.58593750","65.13671875","83.15429688","68.45703125","71.19140625","58.98437500","84.32617188","82.03125000",
"44.87304688","63.33007813","43.92089844","66.69921875","64.89257813","68.94531250","72.85156250","77.24609375","79.54101563","82.61718750","76.26953125","76.12304688","68.75000000","33.56933594","42.96875000","41.52832031","66.16210938","63.37890625","18.68896484","69.72656250","70.01953125","73.29101563","63.18359375","80.61523438","66.40625000","69.04296875","57.22656250","81.78710938","79.54101563",
"46.55761719","65.72265625","45.58105469","69.23828125","67.33398438","71.53320313","75.58593750","80.17578125","82.56835938","85.74218750","79.15039063","79.00390625","71.33789063","34.83886719","44.60449219","43.09082031","68.65234375","65.77148438","19.39697266","72.36328125","72.65625000","76.07421875","65.57617188","83.69140625","68.89648438","71.67968750","59.37500000","84.86328125","82.56835938",
"46.92382813","66.25976563","45.94726563","69.77539063","67.87109375","72.11914063","76.17187500","80.81054688","83.25195313","86.42578125","79.78515625","79.63867188","71.92382813","35.10742188","44.97070313","43.43261719","69.18945313","66.30859375","19.55566406","72.94921875","73.24218750","76.66015625","66.11328125","84.37500000","69.48242188","72.26562500","59.86328125","85.54687500","83.25195313",
"44.09179688","62.25585938","43.16406250","65.52734375","63.76953125","67.72460938","71.58203125","75.92773438","78.17382813","81.20117188","74.95117188","74.80468750","67.57812500","32.98339844","42.23632813","40.79589844","64.99023438","62.30468750","18.37158203","68.55468750","68.79882813","72.02148438","62.10937500","79.24804688","65.23437500","67.87109375","56.25000000","80.37109375","78.17382813",
"46.94824219","66.30859375","45.97167969","69.82421875","67.91992188","72.16796875","76.22070313","80.85937500","83.30078125","86.47460938","79.83398438","79.68750000","71.97265625","35.13183594","44.99511719","43.45703125","69.23828125","66.35742188","19.56787109","72.99804688","73.29101563","76.70898438","66.11328125","84.42382813","69.48242188","72.26562500","59.91210938","85.59570313","83.30078125",
"43.94531250","62.06054688","43.01757813","65.33203125","63.57421875","67.52929688","71.33789063","75.63476563","77.92968750","80.90820313","74.70703125","74.56054688","67.33398438","32.86132813","42.08984375","40.67382813","64.79492188","62.10937500","18.31054688","68.31054688","68.55468750","71.77734375","61.86523438","78.95507813","65.03906250","67.62695313","56.05468750","80.12695313","77.92968750",
"45.53222656","64.30664063","44.58007813","67.67578125","65.86914063","69.97070313","73.92578125","78.41796875","80.76171875","83.83789063","77.39257813","77.29492188","69.77539063","34.05761719","43.62792969","42.13867188","67.13867188","64.35546875","18.96972656","70.80078125","71.04492188","74.41406250","64.11132813","81.83593750","67.38281250","70.06835938","58.05664063","83.00781250","80.76171875",
"45.14160156","63.72070313","44.18945313","67.08984375","65.28320313","69.33593750","73.29101563","77.73437500","80.02929688","83.10546875","76.70898438","76.61132813","69.18945313","33.76464844","43.23730469","41.77246094","66.55273438","63.76953125","18.79882813","70.16601563","70.41015625","73.73046875","63.57421875","81.15234375","66.79687500","69.48242188","57.56835938","82.27539063","80.02929688",
"46.09375000","65.08789063","45.11718750","68.50585938","66.65039063","70.80078125","74.80468750","79.34570313","81.73828125","84.86328125","78.32031250","78.22265625","70.60546875","34.47265625","44.14062500","42.65136719","67.91992188","65.13671875","19.20166016","71.63085938","71.92382813","75.29296875","64.89257813","82.81250000","68.21289063","70.94726563","58.78906250","84.03320313","81.73828125",
"44.09179688","62.25585938","43.16406250","65.52734375","63.76953125","67.72460938","71.58203125","75.92773438","78.17382813","81.20117188","74.95117188","74.80468750","67.57812500","32.98339844","42.23632813","40.79589844","64.99023438","62.30468750","18.37158203","68.55468750","68.79882813","72.02148438","62.10937500","79.24804688","65.23437500","67.87109375","56.25000000","80.37109375","78.17382813",
"44.01855469","62.15820313","43.09082031","65.42968750","63.67187500","67.62695313","71.43554688","75.78125000","78.07617188","81.05468750","74.80468750","74.70703125","67.43164063","32.93457031","42.16308594","40.72265625","64.89257813","62.20703125","18.33496094","68.40820313","68.65234375","71.92382813","61.96289063","79.10156250","65.13671875","67.77343750","56.15234375","80.22460938","78.07617188",
"45.26367188","63.91601563","44.31152344","67.28515625","65.47851563","69.53125000","73.48632813","77.92968750","80.27343750","83.34960938","76.95312500","76.80664063","69.38476563","33.86230469","43.35937500","41.89453125","66.74804688","63.96484375","18.85986328","70.36132813","70.60546875","73.97460938","63.72070313","81.34765625","66.99218750","69.67773438","57.71484375","82.51953125","80.27343750",
"37.91503906","53.51562500","37.10937500","56.34765625","54.83398438","58.25195313","61.52343750","65.28320313","67.23632813","69.77539063","64.45312500","64.30664063","58.10546875","28.36914063","36.30371094","35.08300781","55.85937500","53.56445313","15.79589844","58.93554688","59.13085938","61.91406250","53.36914063","68.11523438","56.10351563","58.34960938","48.33984375","69.09179688","67.23632813",
"45.41015625","64.11132813","44.45800781","67.52929688","65.67382813","69.77539063","73.73046875","78.17382813","80.51757813","83.64257813","77.19726563","77.05078125","69.58007813","33.98437500","43.50585938","42.01660156","66.94335938","64.16015625","18.92089844","70.60546875","70.84960938","74.21875000","63.96484375","81.64062500","67.18750000","69.92187500","57.91015625","82.81250000","80.51757813",
"43.82324219","61.86523438","42.89550781","65.13671875","63.37890625","67.33398438","71.14257813","75.43945313","77.68554688","80.66406250","74.46289063","74.36523438","67.13867188","32.78808594","41.96777344","40.55175781","64.59960938","61.91406250","18.24951172","68.11523438","68.35937500","71.58203125","61.71875000","78.75976563","64.84375000","67.43164063","55.85937500","79.88281250","77.68554688",
"43.26171875","61.08398438","42.35839844","64.30664063","62.59765625","66.45507813","70.21484375","74.51171875","76.70898438","79.68750000","73.53515625","73.43750000","66.30859375","32.37304688","41.45507813","40.03906250","63.76953125","61.13281250","18.02978516","67.23632813","67.52929688","70.70312500","60.93750000","77.78320313","64.01367188","66.60156250","55.17578125","78.90625000","76.70898438",
"46.16699219","65.18554688","45.19042969","68.60351563","66.74804688","70.89843750","74.95117188","79.49218750","81.88476563","85.00976563","78.46679688","78.32031250","70.75195313","34.52148438","44.21386719","42.72460938","68.06640625","65.23437500","19.22607422","71.77734375","72.02148438","75.43945313","64.99023438","82.95898438","68.31054688","71.04492188","58.88671875","84.17968750","81.88476563",
"43.18847656","60.98632813","42.28515625","64.20898438","62.50000000","66.35742188","70.11718750","74.36523438","76.61132813","79.54101563","73.43750000","73.29101563","66.21093750","32.32421875","41.38183594","39.96582031","63.67187500","61.03515625","17.99316406","67.13867188","67.38281250","70.55664063","60.83984375","77.63671875","63.91601563","66.50390625","55.07812500","78.75976563","76.61132813",
"43.89648438","61.96289063","42.96875000","65.23437500","63.47656250","67.43164063","71.24023438","75.58593750","77.83203125","80.81054688","74.60937500","74.46289063","67.28515625","32.83691406","42.04101563","40.62500000","64.69726563","62.01171875","18.28613281","68.21289063","68.45703125","71.72851563","61.81640625","78.90625000","64.94140625","67.57812500","55.95703125","80.02929688","77.83203125",
"45.82519531","64.74609375","44.87304688","68.16406250","66.30859375","70.41015625","74.41406250","78.90625000","81.29882813","84.42382813","77.92968750","77.78320313","70.26367188","34.30175781","43.92089844","42.40722656","67.57812500","64.74609375","19.09179688","71.24023438","71.53320313","74.90234375","64.55078125","82.37304688","67.82226563","70.55664063","58.44726563","83.54492188","81.29882813",
"44.62890625","63.03710938","43.70117188","66.35742188","64.55078125","68.60351563","72.46093750","76.85546875","79.15039063","82.17773438","75.87890625","75.73242188","68.40820313","33.39843750","42.77343750","41.30859375","65.82031250","63.08593750","18.59130859","69.38476563","69.62890625","72.94921875","62.84179688","80.22460938","66.06445313","68.70117188","56.93359375","81.39648438","79.15039063",
"46.41113281","65.52734375","45.43457031","68.99414063","67.13867188","71.28906250","75.34179688","79.93164063","82.32421875","85.44921875","78.90625000","78.75976563","71.14257813","34.71679688","44.45800781","42.94433594","68.40820313","65.57617188","19.33593750","72.16796875","72.41210938","75.83007813","65.38085938","83.39843750","68.70117188","71.43554688","59.17968750","84.61914063","82.32421875",
"43.87207031","61.96289063","42.94433594","65.23437500","63.42773438","67.38281250","71.19140625","75.53710938","77.78320313","80.76171875","74.56054688","74.46289063","67.23632813","32.81250000","42.01660156","40.60058594","64.64843750","61.96289063","18.27392578","68.21289063","68.45703125","71.67968750","61.76757813","78.85742188","64.94140625","67.52929688","55.95703125","79.98046875","77.78320313",
"45.48339844","64.20898438","44.53125000","67.62695313","65.82031250","69.87304688","73.82812500","78.32031250","80.66406250","83.74023438","77.34375000","77.19726563","69.72656250","34.03320313","43.57910156","42.08984375","67.04101563","64.25781250","18.94531250","70.70312500","70.99609375","74.31640625","64.06250000","81.73828125","67.33398438","70.01953125","58.00781250","82.91015625","80.66406250",
"47.24121094","66.69921875","46.24023438","70.21484375","68.31054688","72.55859375","76.66015625","81.34765625","83.78906250","86.96289063","80.27343750","80.17578125","72.36328125","35.32714844","45.23925781","43.70117188","69.62890625","66.74804688","19.67773438","73.43750000","73.68164063","77.14843750","66.50390625","84.91210938","69.92187500","72.70507813","60.25390625","86.13281250","83.78906250",
"47.09472656","66.50390625","46.09375000","70.01953125","68.11523438","72.31445313","76.41601563","81.05468750","83.49609375","86.71875000","80.02929688","79.88281250","72.16796875","35.22949219","45.09277344","43.57910156","69.43359375","66.55273438","19.61669922","73.19335938","73.43750000","76.90429688","66.30859375","84.61914063","69.67773438","72.46093750","60.05859375","85.83984375","83.49609375",
"48.12011719","67.96875000","47.11914063","71.53320313","69.62890625","73.92578125","78.12500000","82.86132813","85.35156250","88.62304688","81.83593750","81.68945313","73.77929688","36.01074219","46.11816406","44.53125000","70.94726563","68.01757813","20.05615234","74.80468750","75.09765625","78.66210938","67.77343750","86.52343750","71.24023438","74.07226563","61.37695313","87.74414063","85.35156250",
"46.28906250","65.38085938","45.31250000","68.79882813","66.94335938","71.09375000","75.14648438","79.68750000","82.08007813","85.20507813","78.66210938","78.56445313","70.94726563","34.61914063","44.33593750","42.82226563","68.21289063","65.38085938","19.28710938","71.97265625","72.21679688","75.63476563","65.18554688","83.20312500","68.50585938","71.24023438","59.03320313","84.37500000","82.08007813",
"46.89941406","66.25976563","45.92285156","69.72656250","67.87109375","72.07031250","76.17187500","80.76171875","83.20312500","86.37695313","79.73632813","79.58984375","71.87500000","35.08300781","44.94628906","43.40820313","69.14062500","66.25976563","19.54345703","72.90039063","73.19335938","76.66015625","66.06445313","84.32617188","69.43359375","72.21679688","59.81445313","85.49804688","83.20312500",
"48.65722656","68.70117188","47.63183594","72.31445313","70.36132813","74.75585938","79.00390625","83.78906250","86.27929688","89.59960938","82.71484375","82.56835938","74.56054688","36.40136719","46.60644531","45.01953125","71.72851563","68.75000000","20.26367188","75.63476563","75.92773438","79.49218750","68.50585938","87.45117188","72.02148438","74.90234375","62.06054688","88.72070313","86.27929688",
"48.63281250","68.65234375","47.60742188","72.31445313","70.36132813","74.70703125","78.95507813","83.74023438","86.23046875","89.55078125","82.66601563","82.51953125","74.51171875","36.37695313","46.58203125","44.99511719","71.67968750","68.70117188","20.26367188","75.58593750","75.87890625","79.44335938","68.50585938","87.40234375","71.97265625","74.85351563","62.01171875","88.67187500","86.23046875",
"48.68164063","68.75000000","47.65625000","72.36328125","70.41015625","74.80468750","79.00390625","83.83789063","86.32812500","89.64843750","82.76367188","82.61718750","74.60937500","36.42578125","46.63085938","45.04394531","71.77734375","68.79882813","20.27587891","75.68359375","75.97656250","79.54101563","68.55468750","87.50000000","72.02148438","74.95117188","62.06054688","88.76953125","86.32812500",
"48.29101563","68.16406250","47.26562500","71.77734375","69.82421875","74.16992188","78.36914063","83.15429688","85.64453125","88.91601563","82.08007813","81.93359375","73.97460938","36.10839844","46.24023438","44.67773438","71.19140625","68.21289063","20.11718750","75.04882813","75.34179688","78.90625000","67.96875000","86.76757813","71.43554688","74.31640625","61.57226563","88.03710938","85.64453125",
"42.89550781","60.54687500","41.99218750","63.76953125","57.86132813","65.91796875","69.62890625","73.87695313","76.07421875","79.00390625","72.90039063","72.80273438","65.72265625","32.08007813","41.08886719","39.69726563","63.23242188","60.59570313","17.87109375","66.69921875","66.94335938","70.06835938","60.40039063","77.09960938","63.47656250","66.01562500","54.68750000","78.22265625","76.07421875",
"41.30859375","58.30078125","40.42968750","61.37695313","57.86132813","63.42773438","67.04101563","71.09375000","73.24218750","76.02539063","70.21484375","70.06835938","63.28125000","30.88378906","39.55078125","38.20800781","60.88867188","58.34960938","17.19970703","64.20898438","64.45312500","67.48046875","58.15429688","74.21875000","61.13281250","63.57421875","52.68554688","75.29296875","73.24218750",
